function	SRR1397196	SRR1397265	SRR1397339	SRR1397407
DEOXYADENOSINE-KINASE-RXN	156.0	230.54	5181.18	617.0
DEOXYADENPHOSPHOR-RXN	4040.87	3888.04	24883.33	7709.15
DEOXYCYTIDINE-KINASE-RXN	78.0	115.27	2590.59	308.5
DEOXYGLUCONOKIN-RXN	2541.98	3728.85	16071.2	8183.709999999999
DEOXYGUANOSINE-KINASE-RXN	156.0	230.54	5181.18	617.0
DEOXYGUANPHOSPHOR-RXN	4040.87	3888.04	24883.33	7709.15
DEOXYHYPUSINE-MONOOXYGENASE-RXN	0.0	0.0	29.0	0.0
DEOXYINOPHOSPHOR-RXN	4040.87	3888.04	24883.33	7709.15
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN	4452.62	6103.29	27526.67	14904.75
DEOXYRIBOSE-P-ALD-RXN	3631.38	3937.19	26187.090000000004	9509.17
DEPHOSPHOCOAKIN-RXN	5076.639999999999	5466.52	32031.33	13499.669999999998
DETHIOBIOTIN-SYN-RXN	2956.1	3531.1	9972.74	7797.0
DGDPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
DGTPTRIPHYDRO-RXN	5188.29	5595.299999999999	28729.79	14043.72
DHBAMPLIG-RXN	159.0	252.0	983.25	1367.75
DHBDEHYD-RXN	149.0	245.0	842.25	1354.75
DHHB-METHYLTRANSFER-RXN	3236.37	4431.219999999999	13399.54	7922.47
DHLAXANAU-RXN	452.0	890.0	1829.5	999.0
DHLBXANAU-RXN	1000.94	1447.55	1267.05	827.72
DHSHIKIMATE-DEHYDRO-RXN	45.0	102.6	335.0	264.0
DIACYLGLYCEROL-O-ACYLTRANSFERASE-RXN	158.0	219.5	605.0	408.83
DIACYLGLYKIN-RXN	3333.13	3314.57	16862.69	9211.87
DIAMACTRANS-RXN	993.0	1564.64	11601.43	4573.75
DIAMINOPIMDECARB-RXN	5781.59	6631.62	33387.490000000005	14392.84
DIAMINOPIMELATE-DEHYDROGENASE-RXN	66.5	165.5	661.5	853.5
DIAMINOPIMEPIM-RXN	5197.639999999999	5845.75	27378.74	13113.669999999998
DIENOYLCOAREDUCT-RXN	2221.4700000000003	2446.95	6820.88	4518.3
DIHYDLIPACETRANS-RXN	5061.200000000001	7559.17	25506.26	15513.61
DIHYDRODIPICSYN-RXN	9922.07	12480.42	46925.28	21488.55
DIHYDROFOLATEREDUCT-RXN	4890.549999999999	6570.52	21262.4	11978.75
DIHYDROFOLATESYNTH-RXN	5125.639999999999	5615.02	31990.83	13753.669999999998
DIHYDROKAEMPFEROL-4-REDUCTASE-RXN	371.5	449.6	7739.75	182.5
DIHYDROOROT-RXN	7442.360000000001	9755.02	39636.32	23094.09
DIHYDROOROTATE-DEHYDROGENASE-RXN	3517.4700000000003	4812.549999999999	13233.54	9546.8
DIHYDROPYRIMIDINASE-RXN	1929.32	2821.85	10786.4	3900.41
DIHYDROURACIL-DEHYDROGENASE-NAD+-RXN	601.94	1232.95	2411.05	1034.22
DIHYDROXYISOVALDEHYDRAT-RXN	9771.04	12073.6	31752.17	17235.35
DIHYDROXYMETVALDEHYDRAT-RXN	9771.04	12073.6	31752.17	17235.35
DIMESULFREDUCT-RXN	274.67	388.0	618.5	400.17
DIMETHUROPORDEHYDROG-RXN	4702.12	6273.299999999999	16797.54	12528.47
DIMETHYLARGININASE-RXN	301.5	449.0	125.5	120.0
DIMETHYLGLYCINE-DEHYDROGENASE-RXN	898.0	1031.0	5126.0	1198.0
DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN	5.0	10.0	45.0	12.0
DIOHBUTANONEPSYN-RXN	5439.73	5965.02	25598.18	14468.69
DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN	319.6	322.2	10380.2	4077.2
DISULISOM-RXN	2497.43	2912.25	8530.74	7126.75
DLACTDEHYDROGNAD-RXN	865.0	1309.1	2769.25	1828.5
DMBPPRIBOSYLTRANS-RXN	3118.12	3743.05	13225.29	7161.3
DMK-RXN	2222.62	2965.4700000000003	21584.95	7494.62
DNA-CYTOSINE-5--METHYLTRANSFERASE-RXN	2978.95	4300.24	13930.8	8476.38
DNA-DIRECTED-DNA-POLYMERASE-RXN	48405.73	54094.2	307412.80000000005	135011.03
DNA-DIRECTED-RNA-POLYMERASE-RXN	19949.06	21629.08	120796.82	52486.17999999999
DNA-LIGASE-ATP-RXN	6529.21	11895.15	35116.62	25938.66
DNA-LIGASE-NAD+-RXN	7892.509999999999	9888.07	42642.37	22742.14
DSERDEAM-RXN	760.3299999999999	631.0	3831.58	2968.08
DTDPDEHYDRHAMEPIM-RXN	4296.97	5078.95	26291.65	14598.420000000002
DTDPDEHYRHAMREDUCT-RXN	5077.549999999999	5554.87	30331.32	13616.420000000002
DTDPGLUCDEHYDRAT-RXN	5700.41	6160.57	37757.380000000005	14157.72
DTDPGLUCOSEPP-RXN	5078.639999999999	5332.62	37675.33	15954.169999999998
DTDPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
DTMPKI-RXN	4882.639999999999	4990.02	26912.33	10330.17
DUDPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
DURIDKI-RXN	1839.77	2472.9700000000003	19266.04	5926.12
DUTP-PYROP-RXN	4781.889999999999	5179.75	26088.99	11591.0
DXPREDISOM-RXN	4539.04	4925.32	25864.630000000005	12276.97
DXS-RXN	5078.04	5640.42	27735.130000000005	13541.47
ENDOGLYCOSYLCERAMIDASE-RXN	43.34	58.0	172.0	153.34
ENOYL-ACP-REDUCT-NADH-RXN	6704.969999999999	8405.220000000001	44297.04	21237.15
ENOYL-ACP-REDUCT-NADPH-RXN	3984.43	5416.07	26997.29	14066.73
ENOYL-COA-DELTA-ISOM-RXN	1539.33	1876.0	3978.33	3525.58
ENOYL-COA-HYDRAT-RXN	12012.97	15770.7	59183.22000000001	27159.01
ENTDB-RXN	4525.639999999999	4441.52	25288.83	8808.09
ERYTH4PDEHYDROG-RXN	1347.18	1601.0	4698.24	3529.75
ERYTHRITOL-KINASE-RXN	412.0	554.0	419.0	154.0
ERYTHRON4PDEHYDROG-RXN	1609.33	2102.0	5674.83	6321.08
ETHAMLY-RXN	739.88	1496.6	8888.6	9424.94
EXOPOLYPHOSPHATASE-RXN	6493.23	8311.119999999999	31051.43	17662.27
F16ALDOLASE-RXN	6938.75	8182.469999999999	41705.880000000005	19752.56
F16BDEPHOS-RXN	4222.64	4932.56	26111.59	11645.669999999998
FADSYN-RXN	5073.639999999999	5475.52	31896.83	13798.169999999998
FARNESYLTRANSTRANSFERASE-RXN	3158.6	2682.07	23514.370000000003	8601.529999999999
FERREDOXIN--NAD+-REDUCTASE-RXN	1661.69	2959.05	7332.049999999999	2920.9700000000003
FERREDOXIN--NITRITE-REDUCTASE-RXN	60.25	141.85	413.25	596.75
FGAMSYN-RXN	8898.89	10619.56	48966.01	26280.84
FLAVONADPREDUCT-RXN	5439.969999999999	5449.32	33787.29	16885.8
FMNREDUCT-RXN	4.75	16.75	57.5	206.5
FOLYLPOLYGLUTAMATESYNTH-RXN	5125.639999999999	5615.02	31990.83	13753.669999999998
FORMALDEHYDE-DEHYDROGENASE-RXN	1383.0	1467.0	391.75	343.0
FORMAMIDASE-RXN	220.83	776.7	1560.83	1033.66
FORMATE-DEHYDROGENASE-NADP+-RXN	231.0	57.75	4473.75	579.0
FORMATEDEHYDROG-RXN	100.0	112.0	435.5	256.5
FORMATETHFLIG-RXN	1843.77	2018.57	13665.79	3877.2
FORMIMINOGLUTAMASE-RXN	1403.54	2678.45	4100.8	2406.55
FORMIMINOGLUTAMATE-DEIMINASE-RXN	162.44	621.9499999999999	941.8	439.22
FORMYLMETHANOFURAN-DEHYDROGENASE-RXN	300.82	160.65	3405.65	2461.16
FORMYLTHFDEFORMYL-RXN	4800.54	6119.95	14255.29	12158.14
FORMYLTHFGLUSYNTH-RXN	5125.639999999999	5615.02	31990.83	13753.669999999998
FPPSYN-RXN	5163.139999999999	5592.12	32869.33	14102.169999999998
FRUCTOKINASE-RXN	3903.73	5606.139999999999	25800.800000000003	10332.64
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	733.0	1107.2	1445.66	744.67
FUC4NACTRANS-RXN	50.0	56.0	217.75	128.25
FUCISOM-RXN	83.34	159.5	3449.25	2391.59
FUCPALDOL-RXN	1288.54	1247.55	15698.46	7014.64
FUCULOKIN-RXN	0.0	0.0	2.75	0.25
FUMARYLACETOACETASE-RXN	2685.79	3838.95	7750.549999999999	3543.7200000000003
FUMHYDR-RXN	8697.91	9495.62	49200.42	24223.44
GABATRANSAM-RXN	2361.77	2330.12	10852.13	3233.88
GALACTARDEHYDRA-RXN	1467.0	1691.0	1287.0	973.25
GALACTOACETYLTRAN-RXN	60.0	109.0	472.25	334.75
GALACTODEHYDROG-RXN	1498.94	2141.95	1001.05	533.22
GALACTOKIN-RXN	864.94	1292.2	13458.95	4698.95
GALACTONDEHYDRAT-RXN	1162.44	1251.95	1444.0500000000002	762.72
GALACTURIDYLYLTRANS-RXN	822.35	338.45	6334.7	2838.03
GALACTUROISOM-RXN	658.11	1563.95	3543.8	4368.639999999999
GALLATE-DIOXYGENASE-RXN	0.0	0.0	1.5	6.0
GALPMUT-RXN	327.5	528.0	957.0	478.33
GAMMA-GLUTAMYLTRANSFERASE-RXN	6244.58	9539.4	33259.06	13594.57
GAPDHSYNEC-RXN	1.0	2.5	201.0	150.5
GAPOXNPHOSPHN-RXN	8936.42	10130.16	45939.36	23556.7
GART-RXN	6066.91	7562.969999999999	33754.87	19933.47
GCVP-RXN	6487.93	7062.4400000000005	44158.17	14062.59
GCVT-RXN	5295.389999999999	5812.02	30380.58	15184.669999999998
GDP-4-DEHYDRO-D-RHAMNOSE-REDUCTASE-RXN	14.0	28.5	88.0	285.5
GDP-MANNOSE-6-DEHYDROGENASE-RXN	62.6	88.0	300.75	222.5
GDPKIN-RXN	4951.139999999999	5431.52	31296.33	13249.669999999998
GDPMANDEHYDRA-RXN	1529.13	2553.15	16530.760000000002	7163.860000000001
GDPPYPHOSKIN-RXN	6637.74	6575.76	40229.87	18216.04
GDPREDUCT-RXN	11846.87	14111.39	50324.2	25546.39
GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN	0.0	2.6	0.0	0.0
GENTISATE-12-DIOXYGENASE-RXN	292.29	350.45000000000005	1759.55	501.97
GERANOYL-COA-CARBOXYLASE-RXN	240.0	344.0	1291.5	733.0
GKI-RXN	7.0	31.6	61.5	190.5
GLCNACPTRANS-RXN	1700.77	1500.97	7209.54	2320.45
GLU6PDEHYDROG-RXN	3624.54	4885.45	21319.99	10357.67
GLUC1PADENYLTRANS-RXN	1791.46	1571.99	18777.230000000003	3529.64
GLUC1PURIDYLTRANS-RXN	4849.139999999999	5143.52	20634.58	10755.419999999998
GLUCARDEHYDRA-RXN	1253.0	1280.5	1328.0	830.75
GLUCDEHYDROG-RXN	1845.83	2642.67	2441.08	2240.58
GLUCISOM-RXN	963.94	1976.45	6677.8	4319.97
GLUCOKIN-RXN	5057.31	5752.27	38667.09	16859.5
GLUCONATE-2-DEHYDROGENASE-RXN	630.0	939.0	264.0	653.0
GLUCONATE-5-DEHYDROGENASE-RXN	1121.21	2367.4	7650.93	4877.77
GLUCONOKIN-RXN	2391.04	2556.02	6376.84	2843.5
GLUCONOLACT-RXN	2369.0	4009.1	6180.0	5181.0
GLUCOSAMINE-6-P-DEAMIN-RXN	866.27	1585.47	10315.54	10537.28
GLUCOSAMINE-KINASE-RXN	935.0	1761.5	1107.0	747.5
GLUCOSAMINEPNACETYLTRANS-RXN	0.0	0.0	29.0	0.0
GLUCOSE-1-DEHYDROGENASE-RXN	164.2	277.47	855.2900000000001	1302.2
GLUCOSE-1-PHOSPHAT-RXN	50.0	56.0	217.75	128.25
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	1790.35	1786.75	3511.49	2343.92
GLUCOSYLCERAMIDASE-RXN	146.5	314.5	1580.5	2602.5
GLUCUROISOM-RXN	658.11	1563.95	3543.8	4368.639999999999
GLUCURONOKINASE-RXN	9.0	9.0	611.0	98.0
GLURS-RXN	6264.9	7547.099999999999	37421.34	17478.690000000002
GLUTACONATE-COA-TRANSFERASE-RXN	2625.88	2598.9	12485.1	5825.4400000000005
GLUTACONYL-COA-DECARBOXYLASE-RXN	51.0	5.0	264.0	112.0
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	1655.5	1561.5	14177.16	4330.17
GLUTAMATE-DEHYDROGENASE-RXN	3129.29	4188.469999999999	12759.22	7779.72
GLUTAMATE-FORMIMINOTRANSFERASE-RXN	321.0	310.0	10575.0	3574.5
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	4364.639999999999	4589.52	19568.58	9775.419999999998
GLUTAMATE-SYNTHASE-FERREDOXIN-RXN	165.0	205.0	913.0	145.0
GLUTAMATE-SYNTHASE-NADH-RXN	10066.62	12414.29	56007.01	29430.2
GLUTAMATESYN-RXN	10066.62	12414.29	56007.01	29430.2
GLUTAMIN-RXN	1624.75	2394.62	6023.75	3864.75
GLUTAMINE--TRNA-LIGASE-RXN	2447.85	2769.75	13487.24	8708.17
GLUTAMINESYN-RXN	12791.57	14442.04	61320.29	29819.04
GLUTAMINYL-PEPTIDE-CYCLOTRANSFERASE-RXN	1.0	1.5	40.0	0.83
GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	8135.39	10526.77	30820.25	19124.68
GLUTARYL-COA-DEHYDROGENASE-RXN	3252.62	4221.45	11060.04	5580.22
GLUTATHIONE-PEROXIDASE-RXN	4221.22	5346.87	23211.49	14105.34
GLUTATHIONE-REDUCT-NADPH-RXN	2734.9700000000003	3968.02	10701.17	5878.5
GLUTATHIONE-SYN-RXN	3138.12	4115.549999999999	12060.79	6088.47
GLUTCYSLIG-RXN	3290.57	4329.52	13762.33	6748.67
GLUTDECARBOX-RXN	383.0	507.5	1249.5	803.0
GLUTDEHYD-RXN	2299.3900000000003	2946.23	16440.239999999998	12785.669999999998
GLUTKIN-RXN	5216.389999999999	5716.5	28374.49	13667.919999999998
GLUTRACE-RXN	4908.889999999999	5419.52	26565.83	12636.419999999998
GLUTRNAREDUCT-RXN	3843.64	3419.42	18371.33	10789.67
GLUTSEMIALDEHYDROG-RXN	5101.639999999999	5669.25	24886.74	13496.169999999998
GLY3KIN-RXN	2773.6	3606.97	9046.62	7383.03
GLYC3PDEHYDROGBIOSYN-RXN	4929.639999999999	5459.52	25685.33	13749.169999999998
GLYCDEH-RXN	253.0	340.27	653.84	493.25
GLYCERATE-DEHYDROGENASE-RXN	2002.33	2104.6	7290.74	8264.0
GLYCEROL-3-PHOSPHATE-OXIDASE-RXN	1.6	3.2	12.2	4.2
GLYCEROL-DEHYDRATASE-RXN	0.0	7.0	3.0	8.0
GLYCEROL-KIN-RXN	4124.89	5163.02	21254.08	8427.67
GLYCERONE-KINASE-RXN	795.6700000000001	936.6	5935.0	1188.0
GLYCINE--TRNA-LIGASE-RXN	9362.11	9846.54	51557.16	22626.34
GLYCINE-AMIDINOTRANSFERASE-RXN	3.67	31.6	59.0	34.67
GLYCOGEN-BRANCH-RXN	2617.24	2398.27	21960.42	8351.42
GLYCOGENSYN-RXN	2560.8900000000003	2219.52	23880.17	7921.17
GLYCOLALD-DEHYDROG-RXN	127.5	108.0	248.75	143.25
GLYCOLALDREDUCT-RXN	86.0	109.0	487.75	326.25
GLYCOLATE-REDUCTASE-RXN	1111.94	1622.32	11300.14	1959.72
GLYCOPHOSPHORYL-RXN	2588.5600000000004	2222.27	23899.590000000004	8616.84
GLYCPDIESTER-RXN	6401.51	9106.34	37292.82	15725.74
GLYMALTOPHOSPHORYL-RXN	2588.5600000000004	2222.27	23899.590000000004	8616.84
GLYOCARBOLIG-RXN	1418.64	1661.95	902.05	2457.4700000000003
GLYOHMETRANS-RXN	6438.639999999999	7303.269999999999	35940.33	17769.17
GLYOXI-RXN	5673.6900000000005	8007.299999999999	26881.53	15576.39
GLYOXII-RXN	3582.57	4815.32	15359.13	7271.97
GLYOXIII-RXN	25.0	78.0	42.75	47.25
GLYOXYLATE-REDUCTASE-NADP+-RXN	2855.44	4069.45	8296.3	4350.47
GLYRIBONUCSYN-RXN	5104.639999999999	6014.52	26788.83	14015.169999999998
GMP-REDUCT-RXN	512.04	323.92	1415.09	493.17
GMP-SYN-GLUT-RXN	6237.08	7133.65	41136.130000000005	16281.39
GPH-RXN	11010.55	13690.32	51542.46	30901.83
GPPSYN-RXN	5163.139999999999	5592.12	32869.33	14102.169999999998
GSAAMINOTRANS-RXN	5058.05	4970.6900000000005	21267.07	11785.4
GSADENYLATION-RXN	3490.79	4593.549999999999	13495.29	6750.97
GSHTRAN-RXN	18704.34	25675.6	64707.28999999999	31209.67
GSPAMID-RXN	50.0	56.0	217.75	128.25
GSPSYN-RXN	50.0	56.0	217.75	128.25
GST-RXN	18704.34	25675.6	64707.28999999999	31209.67
GTP-CYCLOHYDRO-I-RXN	5554.32	6453.52	36653.07	19402.67
GTP-CYCLOHYDRO-II-RXN	8201.91	8962.52	32511.01	20856.02
GTPPYPHOSKIN-RXN	6637.74	6575.76	40229.87	18216.04
GUANIDINOBUTANAMIDE-NH3-RXN	3847.09	6171.42	16481.77	7582.86
GUANIDINOBUTYRASE-RXN	1037.5	1010.0	842.25	333.5
GUANIDINOPROPIONASE-RXN	183.0	176.6	1493.75	431.5
GUANINE-DEAMINASE-RXN	2558.62	3081.05	7528.63	4556.3
GUANOSINEKIN-RXN	271.0	394.5	669.25	463.75
GUANPRIBOSYLTRAN-RXN	4684.95	4911.84	33191.619999999995	11784.45
GUANYL-KIN-RXN	5032.639999999999	5482.02	32262.33	13709.669999999998
H2NEOPTERINALDOL-RXN	4784.02	5461.42	22774.09	12497.78
H2PTERIDINEPYROPHOSPHOKIN-RXN	6703.469999999999	7805.519999999999	37018.91	20200.0
H2PTEROATESYNTH-RXN	5092.139999999999	5550.52	31322.58	13969.25
HADTHAUERA-RXN	5.6	20.0	121.0	101.0
HALOACETATE-DEHALOGENASE-RXN	1000.94	1447.55	1267.05	827.72
HALOALKANE-DEHALOGENASE-RXN	452.0	890.0	1829.5	999.0
HCAMULTI-RXN	0.0	10.0	237.5	12.5
HEMN-RXN	9651.84	11363.47	49686.95	26871.72
HEXOKINASE-RXN	48.0	103.5	892.5	2188.5
HIPPURATE-HYDROLASE-RXN	5055.98	7258.1	16977.010000000002	7040.52
HISTAMINOTRANS-RXN	8531.83	9237.54	36377.76	19435.02
HISTCYCLOHYD-RXN	4952.04	5318.59	25810.72	12962.47
HISTIDINE--TRNA-LIGASE-RXN	5083.639999999999	5560.52	32243.83	14026.169999999998
HISTIDINE-AMMONIA-LYASE-RXN	3030.46	4347.45	21154.300000000003	7604.969999999999
HISTIDPHOS-RXN	1134.02	1789.97	16055.29	7639.45
HISTONE-ACETYLTRANSFERASE-RXN	65.0	2.0	3022.0	106.0
HISTPRATPHYD-RXN	4915.92	5284.99	27078.32	12477.91
HOLO-ACP-SYNTH-RXN	4525.639999999999	4441.52	25288.83	8808.09
HOMOACONITATE-HYDRATASE-RXN	0.0	0.0	13.0	0.0
HOMOCITRATE-SYNTHASE-RXN	145.44	183.7	1806.46	2883.8900000000003
HOMOCYSMET-RXN	2728.93	3173.2	9458.28	7399.36
HOMOCYSMETB12-RXN	6169.57	7205.549999999999	39379.04	16156.97
HOMOCYSTEINE-DESULFHYDRASE-RXN	54.0	114.27	382.09	302.5
HOMOGENTISATE-12-DIOXYGENASE-RXN	1884.38	3143.4	4542.85	3084.44
HOMOSERDEAM-RXN	509.1	610.77	3568.84	780.5
HOMOSERDEHYDROG-RXN	5636.639999999999	6360.25	31310.24	16717.92
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	3012.64	4265.2	12304.67	9139.1
HOMOSERKIN-RXN	4707.07	5276.25	26633.73	12021.419999999998
HOMSUCTRAN-RXN	1113.0	1597.1	5844.75	4800.75
HYALURONATE-LYASE-RXN	3.67	7.0	0.0	0.67
HYDROG-RXN	616.0	722.0	1544.16	1326.17
HYDROGEN-DEHYDROGENASE-RXN	475.0	529.0	19117.64	6531.68
HYDROGENSULFITE-REDUCTASE-RXN	125.0	38.0	1177.0	389.0
HYDROXY-MANDELATE-RACEMASE-RXN	0.6	0.0	4.0	0.0
HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN	44.0	184.6	140.0	19.0
HYDROXYBUTYRATE-DIMER-HYDROLASE-RXN	140.25	213.5	1456.75	276.0
HYDROXYLAMINE-REDUCTASE-RXN	705.78	1020.25	11128.4	6396.92
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	4720.45	6245.62	16041.62	9373.05
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	297.04	666.15	8626.75	3120.92
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	244.6	178.2	6191.2	1688.2
HYDROXYPYRUVATE-REDUCTASE-RXN	4328.67	6019.05	23275.56	8273.08
HYPOXANPRIBOSYLTRAN-RXN	4684.95	4911.84	33191.619999999995	11784.45
IGPSYN-RXN	4934.639999999999	5483.52	22868.33	13115.5
IMIDAZOLONEPROPIONASE-RXN	2167.21	3194.95	17349.300000000003	6427.22
IMIDPHOSDEHYD-RXN	4922.639999999999	5383.32	25391.13	13344.97
IMP-DEHYDROG-RXN	5181.58	5641.52	30358.33	14025.169999999998
IMPCYCLOHYDROLASE-RXN	5068.639999999999	5480.52	29993.33	13992.669999999998
INOPHOSPHOR-RXN	4040.87	3888.04	24883.33	7709.15
INORGPYROPHOSPHAT-RXN	7472.85	8936.84	54271.630000000005	19831.23
INOSINEKIN-RXN	271.0	394.5	669.25	463.75
IPPISOM-RXN	1661.37	1757.2	13974.95	6550.45
ISOCHORMAT-RXN	167.0	267.0	928.25	1430.75
ISOCHORSYN-RXN	898.94	1562.97	8457.95	5769.04
ISOCIT-CLEAV-RXN	2976.12	3531.7200000000003	9706.38	5210.97
ISOCITDEH-RXN	5019.43	6844.27	29108.84	17542.86
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	309.5	489.0	847.0	736.0
ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN	113.0	163.0	618.75	351.5
ISOLEUCINE--TRNA-LIGASE-RXN	5134.639999999999	5672.02	32203.83	14018.669999999998
ISOVALERYLCOA-DHLIPOAMIDE-RXN	1966.5	2501.77	2829.09	1341.0
ISPH2-RXN	4996.04	5735.82	23918.630000000005	12327.47
KANAMYCIN-KINASE-RXN	322.0	627.0	286.0	93.0
KDGALDOL-RXN	59.0	62.5	265.75	251.25
KDO-8PPHOSPHAT-RXN	3053.03	3176.5	16283.99	10596.25
KDO-8PSYNTH-RXN	4421.87	4777.049999999999	22992.54	12102.97
KDOTRANS-RXN	4628.37	4917.049999999999	24971.04	12515.97
KDOTRANS2-RXN	4628.37	4917.049999999999	24971.04	12515.97
KDPGALDOL-RXN	3294.71	4539.75	14797.33	8487.34
KDUD-RXN	1509.44	2213.95	3324.3	1661.47
KETOACYLCOATHIOL-RXN	3694.74	4780.92	18029.08	9160.11
KETOHEXOKINASE-RXN	8.0	8.0	22.0	220.0
KETOISOCAPROATE-RXN	4110.0	5482.04	10014.68	7981.0
KETOLACTOSE-RXN	1664.94	3247.7	18879.7	21751.54
KYNURENINASE-RXN	873.94	1519.72	4400.389999999999	1648.72
KYNURENINE-3-MONOOXYGENASE-RXN	155.0	371.5	468.5	304.5
L-ARABINONATE-DEHYDRATASE-RXN	7.0	56.0	4.0	0.0
L-ASPARTATE-OXID-RXN	4482.37	4838.82	23260.630000000005	12673.47
L-FUCONATE-HYDRATASE-RXN	1301.0	1424.0	569.0	275.0
L-GLN-FRUCT-6-P-AMINOTRANS-RXN	5973.41	7006.339999999999	42665.3	14287.22
L-IDITOL-2-DEHYDROGENASE-RXN	443.67	489.5	8341.0	3464.67
L-IDONATE-2-DEHYDROGENASE-RXN	110.0	75.17	87.0	298.5
L-LACTATE-DEHYDROGENASE-CYTOCHROME-RXN	2611.21	3643.9	8477.93	4379.52
L-LACTATE-DEHYDROGENASE-RXN	437.15	535.39	5784.13	1231.96
L-LYSINE-AMINOTRANSFERASE-RXN	38.0	41.0	549.0	160.0
L-RHAMNONATE-DEHYDRATASE-RXN	12.0	41.5	126.75	293.75
L-RHAMNOSE-1-DEHYDROGENASE-RXN	7.0	23.0	64.0	24.0
LACTALDDEHYDROG-RXN	127.5	108.0	248.75	143.25
LACTALDREDUCT-RXN	86.0	109.0	487.75	326.25
LACTATE-2-MONOOXYGENASE-RXN	8.0	3.0	1.0	0.0
LACTOSE-6-PHOSPHATE-ISOMERASE-RXN	5.2	8.940000000000001	32.58	14.4
LACTOSE-SYNTHASE-RXN	0.0	15.0	0.0	0.0
LACTOSE6P-HYDROXY-RXN	1.0	1.27	4.09	3.0
LAUROYLACYLTRAN-RXN	6482.049999999999	7284.049999999999	33488.03	18581.8
LCYSDESULF-RXN	509.1	610.77	3568.84	780.5
LEUCINE--TRNA-LIGASE-RXN	5022.639999999999	5464.52	31847.83	13747.169999999998
LEUCINE-DEHYDROGENASE-RXN	1070.4299999999998	2403.77	6766.42	4920.33
LEUCYLTRANSFERASE-RXN	3248.54	4344.549999999999	16583.04	8969.64
LEVANSUCRASE-RXN	104.0	79.0	157.0	31.5
LINB1-RXN	452.0	890.0	1829.5	999.0
LINB2-RXN	452.0	890.0	1829.5	999.0
LINOLENOYL-RXN	9715.04	12378.49	67606.88	33810.39
LIPIDADISACCHARIDESYNTH-RXN	4508.87	4892.049999999999	23779.04	12685.47
LIPIDXSYNTHESIS-RXN	2490.43	3011.5	12734.99	9999.75
LONG-CHAIN-ACYL-COA-DEHYDROGENASE-RXN	174.0	327.5	404.0	260.5
LTARTDEHYDRA-RXN	0.6	0.0	9.5	0.5
LUMAZINESYN-RXN	5516.48	6861.27	27864.68	14452.69
LXULRU5P-RXN	53.67	63.0	217.75	128.92000000000002
LYSDECARBOX-RXN	243.5	323.27	3474.09	915.0
LYSINE--TRNA-LIGASE-RXN	6734.58	7594.57	39119.21000000001	17423.39
LYSINE-23-AMINOMUTASE-RXN	844.44	1109.05	15102.05	7297.72
LYSINE-6-DEHYDROGENASE-RXN	0.0	23.0	12.0	6.0
LYSOPHOSPHOLIPASE-RXN	4835.4	7114.599999999999	19034.59	10429.78
LYSYLTRANSFERASE-RXN	684.6	1247.47	4581.04	1125.2
LYXK-RXN	402.0	590.0	611.0	324.0
MALATE--COA-LIGASE-RXN	20.0	33.2	45.0	0.0
MALATE-DEH-RXN	3707.21	4223.82	22990.800000000003	10333.14
MALATE-DEHYDROGENASE-ACCEPTOR-RXN	1587.08	2008.87	5429.92	6576.91
MALATE-DEHYDROGENASE-NADP+-RXN	9.0	20.0	706.0	16.0
MALEATE-ISOMERASE-RXN	324.44	698.62	2199.55	1062.72
MALEYLACETOACETATE-ISOMERASE-RXN	772.75	865.1	2720.75	1719.0
MALEYLPYRUVATE-ISOMERASE-RXN	2119.65	2768.4	5683.35	2092.86
MALIC-NADP-RXN	4741.16	6358.0	25608.75	13655.36
MALONYL-COA-ACP-TRANSACYL-RXN	5184.139999999999	5776.12	30597.99	14128.759999999998
MALONYL-COA-DECARBOXYLASE-RXN	1571.79	1953.55	6269.459999999999	3140.8900000000003
MALSYN-RXN	3697.06	4871.17	13704.43	8028.94
MALTACETYLTRAN-RXN	589.1	1303.07	2458.04	2675.78
MALTODEXGLUCOSID-RXN	3000.94	4560.84	20431.43	11113.35
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN	116.0	143.0	564.75	323.75
MALTOSE-PHOSPHORYLASE-RXN	50.6	125.47	1187.29	2196.7
